period,None,D0,D1,D2,D3,D4
2008-08-19,0.00,100.00,100.00,62.07,0.00,0.00
2008-08-26,0.00,100.00,80.29,0.00,0.00,0.00
2008-09-02,0.00,100.00,80.29,0.00,0.00,0.00
2008-09-09,0.00,100.00,80.29,0.00,0.00,0.00
2008-09-16,0.00,100.00,0.00,0.00,0.00,0.00
2008-09-23,0.00,100.00,89.66,0.00,0.00,0.00
2008-09-30,0.00,100.00,89.66,0.00,0.00,0.00
2008-10-07,0.00,100.00,89.66,0.00,0.00,0.00
2008-10-14,0.00,100.00,90.38,0.00,0.00,0.00
2008-10-21,0.00,100.00,90.79,1.67,0.00,0.00
2008-10-28,0.00,100.00,100.00,100.00,0.00,0.00
2008-11-04,0.00,100.00,100.00,100.00,0.00,0.00
2008-11-11,0.00,100.00,100.00,91.61,0.00,0.00
2008-11-18,0.00,100.00,100.00,91.61,0.00,0.00
2008-11-25,0.00,100.00,100.00,91.61,0.00,0.00
2008-12-02,0.00,100.00,100.00,91.61,0.00,0.00
2008-12-09,0.00,100.00,100.00,91.61,0.00,0.00
2008-12-16,0.00,100.00,100.00,91.61,0.00,0.00
2008-12-23,0.00,100.00,100.00,91.61,0.00,0.00
2008-12-30,0.00,100.00,100.00,91.61,0.00,0.00
2009-01-06,0.00,100.00,100.00,91.61,0.00,0.00
2009-01-13,0.00,100.00,100.00,91.61,77.30,0.00
2009-01-20,0.00,100.00,100.00,91.61,77.30,0.00
2009-01-27,0.00,100.00,100.00,100.00,77.30,0.00
2009-02-03,0.00,100.00,100.00,100.00,100.00,0.00
2009-02-10,0.00,100.00,100.00,100.00,100.00,0.00
2009-02-17,0.00,100.00,100.00,100.00,100.00,13.77
2009-02-24,0.00,100.00,100.00,100.00,100.00,13.77
2009-03-03,0.00,100.00,100.00,100.00,100.00,63.79
2009-03-10,0.00,100.00,100.00,100.00,100.00,63.79
2009-03-17,0.00,100.00,100.00,100.00,100.00,63.79
2009-03-24,0.00,100.00,100.00,100.00,100.00,63.79
2009-03-31,0.00,100.00,100.00,100.00,100.00,63.79
2009-04-07,0.00,100.00,100.00,100.00,100.00,63.79
2009-04-14,0.00,100.00,100.00,100.00,100.00,100.00
2009-04-21,0.00,100.00,100.00,100.00,100.00,100.00
2009-04-28,0.00,100.00,100.00,100.00,100.00,100.00
2009-05-05,0.00,100.00,100.00,100.00,100.00,100.00
2009-05-12,0.00,100.00,100.00,100.00,100.00,100.00
2009-05-19,0.00,100.00,100.00,100.00,100.00,94.68
2009-05-26,0.00,100.00,100.00,100.00,100.00,94.68
2009-06-02,0.00,100.00,100.00,100.00,100.00,59.43
2009-06-09,0.00,100.00,100.00,100.00,100.00,100.00
2009-06-16,0.00,100.00,100.00,100.00,100.00,100.00
2009-06-23,0.00,100.00,100.00,100.00,100.00,100.00
2009-06-30,0.00,100.00,100.00,100.00,100.00,100.00
2009-07-07,0.00,100.00,100.00,100.00,100.00,100.00
2009-07-14,0.00,100.00,100.00,100.00,100.00,100.00
2009-07-21,0.00,100.00,100.00,100.00,100.00,100.00
2009-07-28,0.00,100.00,100.00,100.00,100.00,100.00
2009-08-04,0.00,100.00,100.00,100.00,100.00,100.00
2009-08-11,0.00,100.00,100.00,100.00,100.00,100.00
2009-08-18,0.00,100.00,100.00,100.00,100.00,100.00
2009-08-25,0.00,100.00,100.00,100.00,100.00,100.00
2009-09-01,0.00,100.00,100.00,100.00,100.00,100.00
2009-09-08,0.00,100.00,100.00,100.00,100.00,100.00
2009-09-15,0.00,100.00,100.00,100.00,100.00,87.01
2009-09-22,0.00,100.00,100.00,100.00,100.00,99.80
2009-09-29,0.00,100.00,100.00,100.00,100.00,96.87
2009-10-06,0.00,100.00,100.00,100.00,100.00,5.56
2009-10-13,0.00,100.00,100.00,100.00,100.00,5.56
2009-10-20,0.00,100.00,100.00,100.00,100.00,5.56
2009-10-27,0.00,100.00,100.00,100.00,16.05,0.00
2009-11-03,0.00,100.00,100.00,100.00,16.05,0.00
2009-11-10,0.00,100.00,100.00,100.00,16.05,0.00
2009-11-17,0.00,100.00,100.00,100.00,16.05,0.00
2009-11-24,0.00,100.00,100.00,8.25,0.00,0.00
2009-12-01,0.00,100.00,100.00,0.00,0.00,0.00
2009-12-08,0.00,100.00,9.13,0.00,0.00,0.00
2009-12-15,33.17,66.83,2.20,0.00,0.00,0.00
2009-12-22,33.17,66.83,2.20,0.00,0.00,0.00
2009-12-29,33.17,66.83,2.20,0.00,0.00,0.00
2010-01-05,33.17,66.83,2.20,0.00,0.00,0.00
2010-01-12,33.17,66.83,2.20,0.00,0.00,0.00
2010-01-19,72.30,27.70,0.00,0.00,0.00,0.00
2010-01-26,72.30,27.70,0.00,0.00,0.00,0.00
2010-02-02,72.30,27.70,0.00,0.00,0.00,0.00
2010-02-09,100.00,0.00,0.00,0.00,0.00,0.00
2010-02-16,100.00,0.00,0.00,0.00,0.00,0.00
2010-02-23,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-02,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-09,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-16,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-23,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-30,100.00,0.00,0.00,0.00,0.00,0.00
2010-04-06,100.00,0.00,0.00,0.00,0.00,0.00
2010-04-13,100.00,0.00,0.00,0.00,0.00,0.00
2010-04-20,100.00,0.00,0.00,0.00,0.00,0.00
2010-04-27,100.00,0.00,0.00,0.00,0.00,0.00
2010-05-04,100.00,0.00,0.00,0.00,0.00,0.00
2010-05-11,65.55,34.45,0.00,0.00,0.00,0.00
2010-05-18,100.00,0.00,0.00,0.00,0.00,0.00
2010-05-25,100.00,0.00,0.00,0.00,0.00,0.00
2010-06-01,100.00,0.00,0.00,0.00,0.00,0.00
2010-06-08,100.00,0.00,0.00,0.00,0.00,0.00
2010-06-15,100.00,0.00,0.00,0.00,0.00,0.00
2010-06-22,80.78,19.22,0.00,0.00,0.00,0.00
2010-06-29,80.78,19.22,0.00,0.00,0.00,0.00
2010-07-06,100.00,0.00,0.00,0.00,0.00,0.00
2010-07-13,100.00,0.00,0.00,0.00,0.00,0.00
2010-07-20,100.00,0.00,0.00,0.00,0.00,0.00
2010-07-27,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-03,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-10,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-17,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-24,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-31,100.00,0.00,0.00,0.00,0.00,0.00
2010-09-07,100.00,0.00,0.00,0.00,0.00,0.00
2010-09-14,100.00,0.00,0.00,0.00,0.00,0.00
2010-09-21,100.00,0.00,0.00,0.00,0.00,0.00
2010-09-28,100.00,0.00,0.00,0.00,0.00,0.00
2010-10-05,100.00,0.00,0.00,0.00,0.00,0.00
2010-10-12,100.00,0.00,0.00,0.00,0.00,0.00
2010-10-19,100.00,0.00,0.00,0.00,0.00,0.00
2010-10-26,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-02,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-09,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-16,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-23,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-30,100.00,0.00,0.00,0.00,0.00,0.00
2010-12-07,0.00,100.00,0.00,0.00,0.00,0.00
2010-12-14,0.00,100.00,0.00,0.00,0.00,0.00
2010-12-21,0.00,100.00,0.00,0.00,0.00,0.00
2010-12-28,0.00,100.00,0.00,0.00,0.00,0.00
2011-01-04,0.00,100.00,0.00,0.00,0.00,0.00
2011-01-11,100.00,0.00,0.00,0.00,0.00,0.00
2011-01-18,100.00,0.00,0.00,0.00,0.00,0.00
2011-01-25,100.00,0.00,0.00,0.00,0.00,0.00
2011-02-01,100.00,0.00,0.00,0.00,0.00,0.00
2011-02-08,100.00,0.00,0.00,0.00,0.00,0.00
2011-02-15,100.00,0.00,0.00,0.00,0.00,0.00
2011-02-22,100.00,0.00,0.00,0.00,0.00,0.00
2011-03-01,100.00,0.00,0.00,0.00,0.00,0.00
2011-03-08,100.00,0.00,0.00,0.00,0.00,0.00
2011-03-15,12.27,87.73,0.00,0.00,0.00,0.00
2011-03-22,12.27,87.73,0.00,0.00,0.00,0.00
2011-03-29,0.00,100.00,8.19,0.00,0.00,0.00
2011-04-05,0.00,100.00,3.90,0.00,0.00,0.00
2011-04-12,0.00,100.00,3.90,0.00,0.00,0.00
2011-04-19,0.00,100.00,100.00,0.00,0.00,0.00
2011-04-26,0.00,100.00,100.00,0.00,0.00,0.00
2011-05-03,0.00,100.00,100.00,0.00,0.00,0.00
2011-05-10,0.00,100.00,100.00,100.00,0.15,0.00
2011-05-17,0.00,100.00,100.00,100.00,0.00,0.00
2011-05-24,0.00,100.00,100.00,100.00,0.00,0.00
2011-05-31,0.00,100.00,100.00,100.00,18.90,0.00
2011-06-07,0.00,100.00,100.00,100.00,90.13,0.00
2011-06-14,0.00,100.00,100.00,100.00,100.00,61.04
2011-06-21,0.00,100.00,100.00,100.00,100.00,61.04
2011-06-28,0.00,100.00,100.00,100.00,100.00,61.04
2011-07-05,0.00,100.00,100.00,100.00,100.00,61.04
2011-07-12,0.00,100.00,100.00,100.00,100.00,56.83
2011-07-19,0.00,100.00,100.00,100.00,100.00,77.10
2011-07-26,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-02,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-09,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-16,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-23,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-30,0.00,100.00,100.00,100.00,100.00,100.00
2011-09-06,0.00,100.00,100.00,100.00,100.00,100.00
2011-09-13,0.00,100.00,100.00,100.00,100.00,100.00
2011-09-20,0.00,100.00,100.00,100.00,100.00,100.00
2011-09-27,0.00,100.00,100.00,100.00,100.00,100.00
2011-10-04,0.00,100.00,100.00,100.00,100.00,100.00
2011-10-11,0.00,100.00,100.00,100.00,100.00,100.00
2011-10-18,0.00,100.00,100.00,100.00,100.00,100.00
2011-10-25,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-01,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-08,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-15,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-22,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-29,0.00,100.00,100.00,100.00,100.00,97.25
2011-12-06,0.00,100.00,100.00,100.00,100.00,97.25
2011-12-13,0.00,100.00,100.00,100.00,100.00,100.00
2011-12-20,0.00,100.00,100.00,100.00,100.00,100.00
2011-12-27,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-03,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-10,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-17,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-24,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-31,0.00,100.00,100.00,100.00,100.00,100.00
2012-02-07,0.00,100.00,100.00,100.00,100.00,100.00
2012-02-14,0.00,100.00,100.00,100.00,100.00,100.00
2012-02-21,0.00,100.00,100.00,100.00,100.00,18.42
2012-02-28,0.00,100.00,100.00,100.00,100.00,18.42
2012-03-06,0.00,100.00,100.00,100.00,100.00,18.42
2012-03-13,0.00,100.00,100.00,100.00,100.00,18.42
2012-03-20,0.00,100.00,100.00,100.00,83.90,0.00
2012-03-27,0.00,100.00,100.00,100.00,83.90,0.00
2012-04-03,0.00,100.00,100.00,100.00,83.90,0.00
2012-04-10,0.00,100.00,100.00,100.00,47.37,0.00
2012-04-17,0.00,100.00,100.00,41.26,0.00,0.00
2012-04-24,0.00,100.00,73.66,0.24,0.00,0.00
2012-05-01,0.00,100.00,47.84,0.24,0.00,0.00
2012-05-08,0.00,100.00,48.66,0.24,0.00,0.00
2012-05-15,0.00,100.00,4.44,0.00,0.00,0.00
2012-05-22,0.00,100.00,4.44,0.00,0.00,0.00
2012-05-29,0.00,100.00,4.44,0.00,0.00,0.00
2012-06-05,0.00,100.00,4.44,0.00,0.00,0.00
2012-06-12,0.00,100.00,100.00,0.00,0.00,0.00
2012-06-19,0.00,100.00,100.00,0.00,0.00,0.00
2012-06-26,0.00,100.00,100.00,41.31,0.00,0.00
2012-07-03,0.00,100.00,100.00,0.00,0.00,0.00
2012-07-10,0.00,100.00,100.00,0.00,0.00,0.00
2012-07-17,13.65,86.35,14.74,0.00,0.00,0.00
2012-07-24,24.42,75.58,9.26,0.00,0.00,0.00
2012-07-31,24.42,75.58,9.26,0.00,0.00,0.00
2012-08-07,24.42,75.58,9.26,0.00,0.00,0.00
2012-08-14,27.10,72.90,9.51,0.00,0.00,0.00
2012-08-21,27.10,72.90,9.51,0.00,0.00,0.00
2012-08-28,23.09,76.91,11.12,0.00,0.00,0.00
2012-09-04,23.30,76.70,26.46,10.96,0.00,0.00
2012-09-11,4.89,95.11,68.56,32.54,0.00,0.00
2012-09-18,3.24,96.76,69.37,33.28,0.00,0.00
2012-09-25,3.24,96.76,69.74,33.28,0.00,0.00
2012-10-02,29.45,70.55,25.38,9.00,0.00,0.00
2012-10-09,31.56,68.44,20.92,7.22,0.00,0.00
2012-10-16,34.03,65.97,22.71,7.22,0.00,0.00
2012-10-23,0.68,99.32,22.71,7.22,0.00,0.00
2012-10-30,0.76,99.24,22.71,7.22,0.00,0.00
2012-11-06,0.76,99.24,22.71,7.22,0.00,0.00
2012-11-13,0.00,100.00,73.32,9.31,0.00,0.00
2012-11-20,0.00,100.00,73.32,9.31,0.00,0.00
2012-11-27,0.00,100.00,61.31,9.31,0.00,0.00
2012-12-04,0.00,100.00,60.99,9.31,0.00,0.00
2012-12-11,0.45,99.55,30.16,1.69,0.00,0.00
2012-12-18,0.45,99.55,30.16,1.69,0.00,0.00
2012-12-25,0.45,99.55,30.16,1.69,0.00,0.00
2013-01-01,0.45,99.55,80.44,27.91,1.41,0.00
2013-01-08,0.33,99.67,81.84,27.91,0.01,0.00
2013-01-15,0.25,99.75,81.84,8.24,0.00,0.00
2013-01-22,0.25,99.75,81.84,8.24,0.00,0.00
2013-01-29,0.25,99.75,81.84,8.24,0.00,0.00
2013-02-05,0.00,100.00,81.84,8.24,0.00,0.00
2013-02-12,0.00,100.00,59.30,4.21,0.00,0.00
2013-02-19,0.00,100.00,59.30,4.21,0.00,0.00
2013-02-26,0.00,100.00,59.97,4.21,0.00,0.00
2013-03-05,0.00,100.00,57.32,4.21,4.21,0.00
2013-03-12,0.00,100.00,59.86,4.29,4.21,0.00
2013-03-19,0.00,100.00,100.00,12.62,4.21,0.00
2013-03-26,0.00,100.00,100.00,12.62,0.91,0.00
2013-04-02,0.00,100.00,100.00,16.11,0.91,0.00
2013-04-09,0.00,100.00,100.00,16.42,0.91,0.00
2013-04-16,0.00,100.00,100.00,100.00,1.33,0.00
2013-04-23,0.00,100.00,100.00,100.00,1.82,0.00
2013-04-30,0.00,100.00,100.00,10.24,0.41,0.00
2013-05-07,0.00,100.00,100.00,10.24,0.41,0.00
2013-05-14,0.00,100.00,100.00,10.24,0.41,0.00
2013-05-21,0.00,100.00,100.00,54.78,0.41,0.00
2013-05-28,0.00,100.00,100.00,54.78,0.01,0.00
2013-06-04,0.00,100.00,100.00,36.01,0.01,0.00
2013-06-11,0.00,100.00,100.00,34.24,0.01,0.00
2013-06-18,0.00,100.00,100.00,34.24,0.01,0.00
2013-06-25,0.00,100.00,100.00,97.89,0.01,0.00
2013-07-02,0.00,100.00,100.00,99.69,10.22,0.00
2013-07-09,0.00,100.00,100.00,99.69,37.09,0.00
2013-07-16,0.00,100.00,100.00,100.00,60.95,0.00
2013-07-23,0.00,100.00,100.00,100.00,0.05,0.00
2013-07-30,0.00,100.00,100.00,100.00,0.05,0.00
2013-08-06,0.00,100.00,100.00,100.00,0.05,0.00
2013-08-13,0.00,100.00,100.00,100.00,0.05,0.00
2013-08-20,0.00,100.00,100.00,100.00,28.89,0.00
2013-08-27,0.00,100.00,100.00,60.74,0.06,0.00
2013-09-03,0.00,100.00,48.78,13.16,0.00,0.00
2013-09-10,0.00,100.00,48.78,13.16,0.00,0.00
2013-09-17,0.00,100.00,38.92,13.16,0.00,0.00
2013-09-24,0.00,100.00,38.92,0.00,0.00,0.00
2013-10-01,0.00,100.00,66.58,0.00,0.00,0.00
2013-10-08,0.00,100.00,89.27,0.00,0.00,0.00
2013-10-15,0.00,100.00,88.19,0.00,0.00,0.00
2013-10-22,0.00,100.00,87.78,0.00,0.00,0.00
2013-10-29,0.00,100.00,87.78,0.00,0.00,0.00
2013-11-05,0.00,100.00,89.18,0.00,0.00,0.00
2013-11-12,0.00,100.00,89.18,0.00,0.00,0.00
2013-11-19,0.00,100.00,89.18,0.00,0.00,0.00
2013-11-26,0.00,100.00,88.84,0.00,0.00,0.00
2013-12-03,0.00,100.00,92.66,0.00,0.00,0.00
2013-12-10,0.00,100.00,92.66,0.00,0.00,0.00
2013-12-17,0.00,100.00,92.66,0.00,0.00,0.00
2013-12-24,0.00,100.00,97.69,50.77,50.77,0.00
2013-12-31,0.00,100.00,77.40,49.60,0.00,0.00
2014-01-07,0.00,100.00,77.40,49.60,0.00,0.00
2014-01-14,0.00,100.00,98.31,49.60,0.00,0.00
2014-01-21,0.00,100.00,98.31,49.60,0.00,0.00
2014-01-28,0.00,100.00,100.00,71.22,0.00,0.00
2014-02-04,0.00,100.00,100.00,71.22,0.00,0.00
2014-02-11,0.00,100.00,100.00,71.22,0.00,0.00
2014-02-18,0.00,100.00,100.00,83.78,0.00,0.00
2014-02-25,0.00,100.00,100.00,100.00,0.00,0.00
2014-03-04,0.00,100.00,100.00,100.00,0.00,0.00
2014-03-11,0.00,100.00,96.78,0.00,0.00,0.00
2014-03-18,0.00,100.00,96.78,0.00,0.00,0.00
2014-03-25,0.00,100.00,96.78,0.00,0.00,0.00
2014-04-01,0.00,100.00,96.78,0.00,0.00,0.00
2014-04-08,0.00,100.00,96.78,0.00,0.00,0.00
2014-04-15,0.00,100.00,100.00,0.00,0.00,0.00
2014-04-22,0.00,100.00,100.00,0.00,0.00,0.00
2014-04-29,0.00,100.00,100.00,86.97,0.00,0.00
2014-05-06,0.00,100.00,100.00,100.00,0.00,0.00
2014-05-13,0.00,100.00,84.24,16.47,0.00,0.00
2014-05-20,0.00,100.00,84.24,16.47,0.00,0.00
2014-05-27,0.00,100.00,84.24,0.00,0.00,0.00
2014-06-03,0.00,100.00,29.39,0.00,0.00,0.00
2014-06-10,0.00,100.00,75.80,0.00,0.00,0.00
2014-06-17,0.00,100.00,75.80,0.00,0.00,0.00
2014-06-24,0.00,100.00,75.80,0.00,0.00,0.00
2014-07-01,0.00,100.00,0.00,0.00,0.00,0.00
2014-07-08,0.00,100.00,0.00,0.00,0.00,0.00
2014-07-15,0.00,100.00,0.00,0.00,0.00,0.00
2014-07-22,0.00,100.00,0.00,0.00,0.00,0.00
2014-07-29,0.00,100.00,0.00,0.00,0.00,0.00
2014-08-05,0.00,100.00,0.00,0.00,0.00,0.00
2014-08-12,0.00,100.00,0.00,0.00,0.00,0.00
2014-08-19,0.00,100.00,100.00,0.00,0.00,0.00
2014-08-26,0.00,100.00,100.00,1.82,0.00,0.00
2014-09-02,0.00,100.00,100.00,0.24,0.00,0.00
2014-09-09,0.00,100.00,100.00,0.24,0.00,0.00
2014-09-16,0.00,100.00,100.00,0.24,0.00,0.00
2014-09-23,0.00,100.00,100.00,0.00,0.00,0.00
2014-09-30,0.00,100.00,100.00,0.00,0.00,0.00
2014-10-07,0.00,100.00,100.00,0.00,0.00,0.00
2014-10-14,0.00,100.00,100.00,0.00,0.00,0.00
2014-10-21,0.00,100.00,100.00,0.00,0.00,0.00
2014-10-28,0.00,100.00,100.00,0.00,0.00,0.00
2014-11-04,0.00,100.00,100.00,0.00,0.00,0.00
2014-11-11,0.00,100.00,15.86,0.00,0.00,0.00
2014-11-18,0.00,100.00,15.86,0.00,0.00,0.00
2014-11-25,0.00,100.00,15.86,0.00,0.00,0.00
2014-12-02,0.00,100.00,15.86,0.00,0.00,0.00
2014-12-09,0.00,100.00,15.86,0.00,0.00,0.00
2014-12-16,0.00,100.00,15.86,0.00,0.00,0.00
2014-12-23,10.85,89.15,4.23,0.00,0.00,0.00
2014-12-30,10.85,89.15,4.23,0.00,0.00,0.00
2015-01-06,10.85,89.15,4.23,0.00,0.00,0.00
2015-01-13,10.85,89.15,0.69,0.00,0.00,0.00
2015-01-20,10.85,89.15,0.69,0.00,0.00,0.00
2015-01-27,10.85,89.15,0.69,0.00,0.00,0.00
2015-02-03,10.85,89.15,0.69,0.00,0.00,0.00
2015-02-10,10.88,89.12,0.69,0.00,0.00,0.00
2015-02-17,10.88,89.12,0.69,0.00,0.00,0.00
2015-02-24,10.88,89.12,0.69,0.00,0.00,0.00
2015-03-03,10.88,89.12,0.69,0.00,0.00,0.00
2015-03-10,10.88,89.12,0.69,0.00,0.00,0.00
2015-03-17,10.88,89.12,0.69,0.00,0.00,0.00
2015-03-24,76.34,23.66,0.00,0.00,0.00,0.00
2015-03-31,100.00,0.00,0.00,0.00,0.00,0.00
2015-04-07,100.00,0.00,0.00,0.00,0.00,0.00
2015-04-14,100.00,0.00,0.00,0.00,0.00,0.00
2015-04-21,100.00,0.00,0.00,0.00,0.00,0.00
2015-04-28,100.00,0.00,0.00,0.00,0.00,0.00
2015-05-05,100.00,0.00,0.00,0.00,0.00,0.00
2015-05-12,100.00,0.00,0.00,0.00,0.00,0.00
2015-05-19,100.00,0.00,0.00,0.00,0.00,0.00
2015-05-26,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-02,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-09,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-16,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-23,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-30,100.00,0.00,0.00,0.00,0.00,0.00
2015-07-07,100.00,0.00,0.00,0.00,0.00,0.00
2015-07-14,100.00,0.00,0.00,0.00,0.00,0.00
2015-07-21,100.00,0.00,0.00,0.00,0.00,0.00
2015-07-28,95.85,4.15,0.00,0.00,0.00,0.00
2015-08-04,100.00,0.00,0.00,0.00,0.00,0.00
2015-08-11,99.98,0.02,0.00,0.00,0.00,0.00
2015-08-18,76.05,23.95,0.00,0.00,0.00,0.00
2015-08-25,100.00,0.00,0.00,0.00,0.00,0.00
2015-09-01,100.00,0.00,0.00,0.00,0.00,0.00
2015-09-08,100.00,0.00,0.00,0.00,0.00,0.00
2015-09-15,100.00,0.00,0.00,0.00,0.00,0.00
2015-09-22,100.00,0.00,0.00,0.00,0.00,0.00
2015-09-29,100.00,0.00,0.00,0.00,0.00,0.00
2015-10-06,84.45,15.55,0.00,0.00,0.00,0.00
2015-10-13,83.49,16.51,0.00,0.00,0.00,0.00
2015-10-20,77.56,22.44,0.00,0.00,0.00,0.00
2015-10-27,100.00,0.00,0.00,0.00,0.00,0.00
2015-11-03,100.00,0.00,0.00,0.00,0.00,0.00
2015-11-10,100.00,0.00,0.00,0.00,0.00,0.00
2015-11-17,100.00,0.00,0.00,0.00,0.00,0.00
2015-11-24,100.00,0.00,0.00,0.00,0.00,0.00
2015-12-01,100.00,0.00,0.00,0.00,0.00,0.00
2015-12-08,100.00,0.00,0.00,0.00,0.00,0.00
2015-12-15,100.00,0.00,0.00,0.00,0.00,0.00
2015-12-22,57.19,42.81,0.00,0.00,0.00,0.00
2015-12-29,57.19,42.81,0.00,0.00,0.00,0.00
2016-01-05,100.00,0.00,0.00,0.00,0.00,0.00
2016-01-12,100.00,0.00,0.00,0.00,0.00,0.00
2016-01-19,100.00,0.00,0.00,0.00,0.00,0.00
2016-01-26,100.00,0.00,0.00,0.00,0.00,0.00
2016-02-02,100.00,0.00,0.00,0.00,0.00,0.00
2016-02-09,0.88,99.12,0.00,0.00,0.00,0.00
2016-02-16,0.00,100.00,4.16,0.00,0.00,0.00
2016-02-23,34.61,65.39,8.04,0.00,0.00,0.00
2016-03-01,34.61,65.39,8.04,0.00,0.00,0.00
2016-03-08,34.61,65.39,8.04,0.00,0.00,0.00
2016-03-15,100.00,0.00,0.00,0.00,0.00,0.00
2016-03-22,100.00,0.00,0.00,0.00,0.00,0.00
2016-03-29,100.00,0.00,0.00,0.00,0.00,0.00
2016-04-05,100.00,0.00,0.00,0.00,0.00,0.00
2016-04-12,100.00,0.00,0.00,0.00,0.00,0.00
2016-04-19,100.00,0.00,0.00,0.00,0.00,0.00
2016-04-26,100.00,0.00,0.00,0.00,0.00,0.00
2016-05-03,100.00,0.00,0.00,0.00,0.00,0.00
2016-05-10,94.82,5.18,0.00,0.00,0.00,0.00
2016-05-17,100.00,0.00,0.00,0.00,0.00,0.00
2016-05-24,100.00,0.00,0.00,0.00,0.00,0.00
2016-05-31,100.00,0.00,0.00,0.00,0.00,0.00
2016-06-07,100.00,0.00,0.00,0.00,0.00,0.00
2016-06-14,100.00,0.00,0.00,0.00,0.00,0.00
2016-06-21,100.00,0.00,0.00,0.00,0.00,0.00
2016-06-28,100.00,0.00,0.00,0.00,0.00,0.00
2016-07-05,100.00,0.00,0.00,0.00,0.00,0.00
2016-07-12,100.00,0.00,0.00,0.00,0.00,0.00
2016-07-19,96.13,3.87,0.00,0.00,0.00,0.00
2016-07-26,0.00,100.00,1.04,0.00,0.00,0.00
2016-08-02,0.00,100.00,1.59,0.00,0.00,0.00
2016-08-09,0.00,100.00,1.47,0.00,0.00,0.00
2016-08-16,1.04,98.96,1.47,0.00,0.00,0.00
2016-08-23,46.27,53.73,0.00,0.00,0.00,0.00
2016-08-30,95.97,4.03,0.00,0.00,0.00,0.00
2016-09-06,100.00,0.00,0.00,0.00,0.00,0.00
2016-09-13,100.00,0.00,0.00,0.00,0.00,0.00
2016-09-20,95.03,4.97,0.00,0.00,0.00,0.00
2016-09-27,100.00,0.00,0.00,0.00,0.00,0.00
2016-10-04,100.00,0.00,0.00,0.00,0.00,0.00
2016-10-11,99.93,0.07,0.00,0.00,0.00,0.00
2016-10-18,99.93,0.07,0.00,0.00,0.00,0.00
2016-10-25,29.19,70.81,0.00,0.00,0.00,0.00
2016-11-01,29.19,70.81,0.00,0.00,0.00,0.00
2016-11-08,33.10,66.90,4.87,0.00,0.00,0.00
2016-11-15,2.99,97.01,8.07,0.00,0.00,0.00
2016-11-22,71.45,28.55,3.60,0.00,0.00,0.00
2016-11-29,71.45,28.55,3.60,0.00,0.00,0.00
2016-12-06,59.63,40.37,0.00,0.00,0.00,0.00
2016-12-13,100.00,0.00,0.00,0.00,0.00,0.00
2016-12-20,100.00,0.00,0.00,0.00,0.00,0.00
2016-12-27,100.00,0.00,0.00,0.00,0.00,0.00
2017-01-03,100.00,0.00,0.00,0.00,0.00,0.00
2017-01-10,100.00,0.00,0.00,0.00,0.00,0.00
2017-01-17,100.00,0.00,0.00,0.00,0.00,0.00
2017-01-24,100.00,0.00,0.00,0.00,0.00,0.00
2017-01-31,62.57,37.43,0.00,0.00,0.00,0.00
2017-02-07,41.48,58.52,0.00,0.00,0.00,0.00
2017-02-14,0.01,99.99,0.00,0.00,0.00,0.00
2017-02-21,100.00,0.00,0.00,0.00,0.00,0.00
2017-02-28,100.00,0.00,0.00,0.00,0.00,0.00
2017-03-07,100.00,0.00,0.00,0.00,0.00,0.00
2017-03-14,100.00,0.00,0.00,0.00,0.00,0.00
2017-03-21,100.00,0.00,0.00,0.00,0.00,0.00
2017-03-28,100.00,0.00,0.00,0.00,0.00,0.00
2017-04-04,100.00,0.00,0.00,0.00,0.00,0.00
