period,None,D0,D1,D2,D3,D4
2008-08-19,0.00,100.00,100.00,22.03,0.00,0.00
2008-08-26,0.00,100.00,58.42,0.00,0.00,0.00
2008-09-02,0.00,100.00,58.42,0.00,0.00,0.00
2008-09-09,0.00,100.00,58.42,0.00,0.00,0.00
2008-09-16,0.00,100.00,0.00,0.00,0.00,0.00
2008-09-23,0.00,100.00,65.21,0.00,0.00,0.00
2008-09-30,0.00,100.00,65.21,0.00,0.00,0.00
2008-10-07,0.00,100.00,65.21,0.00,0.00,0.00
2008-10-14,0.00,100.00,65.97,0.00,0.00,0.00
2008-10-21,0.00,100.00,66.41,0.00,0.00,0.00
2008-10-28,0.00,100.00,100.00,100.00,0.00,0.00
2008-11-04,0.00,100.00,100.00,100.00,0.00,0.00
2008-11-11,0.00,100.00,100.00,74.76,0.00,0.00
2008-11-18,0.00,100.00,100.00,74.76,0.00,0.00
2008-11-25,0.00,100.00,100.00,74.76,0.00,0.00
2008-12-02,0.00,100.00,100.00,74.76,0.00,0.00
2008-12-09,0.00,100.00,100.00,74.76,0.00,0.00
2008-12-16,0.00,100.00,100.00,74.76,0.00,0.00
2008-12-23,0.00,100.00,100.00,74.76,0.00,0.00
2008-12-30,0.00,100.00,100.00,74.76,0.00,0.00
2009-01-06,0.00,100.00,100.00,74.76,0.00,0.00
2009-01-13,0.00,100.00,100.00,74.76,44.18,0.00
2009-01-20,0.00,100.00,100.00,74.76,44.18,0.00
2009-01-27,0.00,100.00,100.00,100.00,44.18,0.00
2009-02-03,0.00,100.00,100.00,100.00,100.00,0.00
2009-02-10,0.00,100.00,100.00,100.00,100.00,0.00
2009-02-17,0.00,100.00,100.00,100.00,100.00,0.00
2009-02-24,0.00,100.00,100.00,100.00,100.00,0.00
2009-03-03,0.00,100.00,100.00,100.00,100.00,49.24
2009-03-10,0.00,100.00,100.00,100.00,100.00,49.24
2009-03-17,0.00,100.00,100.00,100.00,100.00,49.24
2009-03-24,0.00,100.00,100.00,100.00,100.00,49.24
2009-03-31,0.00,100.00,100.00,100.00,100.00,49.24
2009-04-07,0.00,100.00,100.00,100.00,100.00,49.24
2009-04-14,0.00,100.00,100.00,100.00,100.00,100.00
2009-04-21,0.00,100.00,100.00,100.00,100.00,100.00
2009-04-28,0.00,100.00,100.00,100.00,100.00,100.00
2009-05-05,0.00,100.00,100.00,100.00,100.00,100.00
2009-05-12,0.00,100.00,100.00,100.00,100.00,100.00
2009-05-19,0.00,100.00,100.00,100.00,100.00,100.00
2009-05-26,0.00,100.00,100.00,100.00,100.00,100.00
2009-06-02,0.00,100.00,100.00,100.00,100.00,65.75
2009-06-09,0.00,100.00,100.00,100.00,100.00,100.00
2009-06-16,0.00,100.00,100.00,100.00,100.00,100.00
2009-06-23,0.00,100.00,100.00,100.00,100.00,100.00
2009-06-30,0.00,100.00,100.00,100.00,100.00,100.00
2009-07-07,0.00,100.00,100.00,100.00,100.00,100.00
2009-07-14,0.00,100.00,100.00,100.00,100.00,100.00
2009-07-21,0.00,100.00,100.00,100.00,100.00,100.00
2009-07-28,0.00,100.00,100.00,100.00,100.00,100.00
2009-08-04,0.00,100.00,100.00,100.00,100.00,100.00
2009-08-11,0.00,100.00,100.00,100.00,100.00,100.00
2009-08-18,0.00,100.00,100.00,100.00,100.00,100.00
2009-08-25,0.00,100.00,100.00,100.00,100.00,100.00
2009-09-01,0.00,100.00,100.00,100.00,100.00,100.00
2009-09-08,0.00,100.00,100.00,100.00,100.00,100.00
2009-09-15,0.00,100.00,100.00,100.00,100.00,100.00
2009-09-22,0.00,100.00,100.00,100.00,100.00,100.00
2009-09-29,0.00,100.00,100.00,100.00,100.00,100.00
2009-10-06,0.00,100.00,100.00,100.00,100.00,52.41
2009-10-13,0.00,100.00,100.00,100.00,100.00,52.41
2009-10-20,0.00,100.00,100.00,100.00,100.00,52.41
2009-10-27,0.00,100.00,100.00,100.00,52.59,0.00
2009-11-03,0.00,100.00,100.00,100.00,52.59,0.00
2009-11-10,0.00,100.00,100.00,100.00,52.59,0.00
2009-11-17,0.00,100.00,100.00,100.00,52.59,0.00
2009-11-24,0.00,100.00,100.00,15.50,0.00,0.00
2009-12-01,0.00,100.00,100.00,0.78,0.00,0.00
2009-12-08,0.00,100.00,37.08,0.78,0.00,0.00
2009-12-15,0.00,100.00,6.35,0.00,0.00,0.00
2009-12-22,0.00,100.00,6.35,0.00,0.00,0.00
2009-12-29,0.00,100.00,6.35,0.00,0.00,0.00
2010-01-05,0.00,100.00,6.35,0.00,0.00,0.00
2010-01-12,0.00,100.00,6.35,0.00,0.00,0.00
2010-01-19,39.32,60.68,0.00,0.00,0.00,0.00
2010-01-26,39.32,60.68,0.00,0.00,0.00,0.00
2010-02-02,39.32,60.68,0.00,0.00,0.00,0.00
2010-02-09,100.00,0.00,0.00,0.00,0.00,0.00
2010-02-16,100.00,0.00,0.00,0.00,0.00,0.00
2010-02-23,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-02,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-09,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-16,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-23,100.00,0.00,0.00,0.00,0.00,0.00
2010-03-30,100.00,0.00,0.00,0.00,0.00,0.00
2010-04-06,100.00,0.00,0.00,0.00,0.00,0.00
2010-04-13,100.00,0.00,0.00,0.00,0.00,0.00
2010-04-20,100.00,0.00,0.00,0.00,0.00,0.00
2010-04-27,100.00,0.00,0.00,0.00,0.00,0.00
2010-05-04,100.00,0.00,0.00,0.00,0.00,0.00
2010-05-11,50.45,49.55,0.00,0.00,0.00,0.00
2010-05-18,100.00,0.00,0.00,0.00,0.00,0.00
2010-05-25,100.00,0.00,0.00,0.00,0.00,0.00
2010-06-01,100.00,0.00,0.00,0.00,0.00,0.00
2010-06-08,100.00,0.00,0.00,0.00,0.00,0.00
2010-06-15,100.00,0.00,0.00,0.00,0.00,0.00
2010-06-22,13.82,86.18,0.00,0.00,0.00,0.00
2010-06-29,13.82,86.18,0.00,0.00,0.00,0.00
2010-07-06,100.00,0.00,0.00,0.00,0.00,0.00
2010-07-13,100.00,0.00,0.00,0.00,0.00,0.00
2010-07-20,100.00,0.00,0.00,0.00,0.00,0.00
2010-07-27,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-03,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-10,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-17,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-24,100.00,0.00,0.00,0.00,0.00,0.00
2010-08-31,100.00,0.00,0.00,0.00,0.00,0.00
2010-09-07,100.00,0.00,0.00,0.00,0.00,0.00
2010-09-14,100.00,0.00,0.00,0.00,0.00,0.00
2010-09-21,100.00,0.00,0.00,0.00,0.00,0.00
2010-09-28,100.00,0.00,0.00,0.00,0.00,0.00
2010-10-05,100.00,0.00,0.00,0.00,0.00,0.00
2010-10-12,100.00,0.00,0.00,0.00,0.00,0.00
2010-10-19,100.00,0.00,0.00,0.00,0.00,0.00
2010-10-26,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-02,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-09,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-16,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-23,100.00,0.00,0.00,0.00,0.00,0.00
2010-11-30,100.00,0.00,0.00,0.00,0.00,0.00
2010-12-07,0.00,100.00,0.00,0.00,0.00,0.00
2010-12-14,0.00,100.00,0.00,0.00,0.00,0.00
2010-12-21,0.00,100.00,0.00,0.00,0.00,0.00
2010-12-28,0.00,100.00,0.00,0.00,0.00,0.00
2011-01-04,0.00,100.00,0.00,0.00,0.00,0.00
2011-01-11,100.00,0.00,0.00,0.00,0.00,0.00
2011-01-18,100.00,0.00,0.00,0.00,0.00,0.00
2011-01-25,100.00,0.00,0.00,0.00,0.00,0.00
2011-02-01,100.00,0.00,0.00,0.00,0.00,0.00
2011-02-08,100.00,0.00,0.00,0.00,0.00,0.00
2011-02-15,100.00,0.00,0.00,0.00,0.00,0.00
2011-02-22,100.00,0.00,0.00,0.00,0.00,0.00
2011-03-01,100.00,0.00,0.00,0.00,0.00,0.00
2011-03-08,100.00,0.00,0.00,0.00,0.00,0.00
2011-03-15,52.43,47.57,0.00,0.00,0.00,0.00
2011-03-22,45.13,54.87,0.00,0.00,0.00,0.00
2011-03-29,0.00,100.00,0.41,0.00,0.00,0.00
2011-04-05,0.00,100.00,0.00,0.00,0.00,0.00
2011-04-12,0.00,100.00,0.00,0.00,0.00,0.00
2011-04-19,0.00,100.00,100.00,0.00,0.00,0.00
2011-04-26,0.00,100.00,100.00,0.00,0.00,0.00
2011-05-03,0.00,100.00,100.00,0.00,0.00,0.00
2011-05-10,0.00,100.00,100.00,100.00,0.00,0.00
2011-05-17,0.00,100.00,100.00,100.00,0.00,0.00
2011-05-24,0.00,100.00,100.00,100.00,0.00,0.00
2011-05-31,0.00,100.00,100.00,100.00,0.00,0.00
2011-06-07,0.00,100.00,100.00,100.00,55.45,0.00
2011-06-14,0.00,100.00,100.00,100.00,100.00,7.44
2011-06-21,0.00,100.00,100.00,100.00,100.00,7.44
2011-06-28,0.00,100.00,100.00,100.00,100.00,7.44
2011-07-05,0.00,100.00,100.00,100.00,100.00,7.44
2011-07-12,0.00,100.00,100.00,100.00,100.00,8.12
2011-07-19,0.00,100.00,100.00,100.00,100.00,26.29
2011-07-26,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-02,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-09,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-16,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-23,0.00,100.00,100.00,100.00,100.00,100.00
2011-08-30,0.00,100.00,100.00,100.00,100.00,100.00
2011-09-06,0.00,100.00,100.00,100.00,100.00,100.00
2011-09-13,0.00,100.00,100.00,100.00,100.00,100.00
2011-09-20,0.00,100.00,100.00,100.00,100.00,100.00
2011-09-27,0.00,100.00,100.00,100.00,100.00,100.00
2011-10-04,0.00,100.00,100.00,100.00,100.00,100.00
2011-10-11,0.00,100.00,100.00,100.00,100.00,100.00
2011-10-18,0.00,100.00,100.00,100.00,100.00,100.00
2011-10-25,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-01,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-08,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-15,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-22,0.00,100.00,100.00,100.00,100.00,100.00
2011-11-29,0.00,100.00,100.00,100.00,100.00,100.00
2011-12-06,0.00,100.00,100.00,100.00,100.00,100.00
2011-12-13,0.00,100.00,100.00,100.00,100.00,100.00
2011-12-20,0.00,100.00,100.00,100.00,100.00,100.00
2011-12-27,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-03,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-10,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-17,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-24,0.00,100.00,100.00,100.00,100.00,100.00
2012-01-31,0.00,100.00,100.00,100.00,100.00,100.00
2012-02-07,0.00,100.00,100.00,100.00,100.00,100.00
2012-02-14,0.00,100.00,100.00,100.00,100.00,100.00
2012-02-21,0.00,100.00,100.00,100.00,100.00,55.38
2012-02-28,0.00,100.00,100.00,100.00,100.00,55.38
2012-03-06,0.00,100.00,100.00,100.00,100.00,55.38
2012-03-13,0.00,100.00,100.00,100.00,100.00,55.38
2012-03-20,0.00,100.00,100.00,100.00,100.00,48.09
2012-03-27,0.00,100.00,100.00,100.00,100.00,48.09
2012-04-03,0.00,100.00,100.00,100.00,100.00,48.09
2012-04-10,0.00,100.00,100.00,100.00,89.59,0.18
2012-04-17,0.00,100.00,100.00,86.27,6.23,0.00
2012-04-24,0.00,100.00,77.35,0.00,0.00,0.00
2012-05-01,0.00,100.00,0.58,0.00,0.00,0.00
2012-05-08,0.00,100.00,0.58,0.00,0.00,0.00
2012-05-15,0.00,100.00,0.00,0.00,0.00,0.00
2012-05-22,0.00,100.00,0.00,0.00,0.00,0.00
2012-05-29,0.00,100.00,0.00,0.00,0.00,0.00
2012-06-05,0.00,100.00,0.00,0.00,0.00,0.00
2012-06-12,0.00,100.00,100.00,0.00,0.00,0.00
2012-06-19,0.00,100.00,100.00,0.00,0.00,0.00
2012-06-26,0.00,100.00,100.00,0.00,0.00,0.00
2012-07-03,0.00,100.00,100.00,0.00,0.00,0.00
2012-07-10,0.00,100.00,100.00,0.00,0.00,0.00
2012-07-17,15.53,84.47,0.28,0.00,0.00,0.00
2012-07-24,16.59,83.41,0.00,0.00,0.00,0.00
2012-07-31,16.59,83.41,0.00,0.00,0.00,0.00
2012-08-07,16.59,83.41,0.00,0.00,0.00,0.00
2012-08-14,19.73,80.27,0.00,0.00,0.00,0.00
2012-08-21,19.73,80.27,0.00,0.00,0.00,0.00
2012-08-28,14.88,85.12,0.00,0.00,0.00,0.00
2012-09-04,15.25,84.75,12.89,0.00,0.00,0.00
2012-09-11,2.72,97.28,66.41,23.31,0.00,0.00
2012-09-18,0.80,99.20,69.08,24.12,0.00,0.00
2012-09-25,0.80,99.20,69.08,24.12,0.00,0.00
2012-10-02,20.68,79.32,14.24,0.00,0.00,0.00
2012-10-09,24.68,75.32,7.80,0.00,0.00,0.00
2012-10-16,29.72,70.28,9.73,0.00,0.00,0.00
2012-10-23,0.00,100.00,9.73,0.00,0.00,0.00
2012-10-30,0.00,100.00,9.73,0.00,0.00,0.00
2012-11-06,0.00,100.00,9.73,0.00,0.00,0.00
2012-11-13,0.00,100.00,90.27,0.00,0.00,0.00
2012-11-20,0.00,100.00,90.27,0.00,0.00,0.00
2012-11-27,0.00,100.00,88.05,0.00,0.00,0.00
2012-12-04,0.00,100.00,87.33,0.00,0.00,0.00
2012-12-11,0.00,100.00,9.21,0.00,0.00,0.00
2012-12-18,0.00,100.00,9.21,0.00,0.00,0.00
2012-12-25,0.00,100.00,9.21,0.00,0.00,0.00
2013-01-01,0.00,100.00,55.64,5.52,0.00,0.00
2013-01-08,0.00,100.00,58.73,5.52,0.00,0.00
2013-01-15,0.00,100.00,58.73,0.00,0.00,0.00
2013-01-22,0.00,100.00,58.73,0.00,0.00,0.00
2013-01-29,0.00,100.00,58.73,0.00,0.00,0.00
2013-02-05,0.00,100.00,58.73,0.00,0.00,0.00
2013-02-12,0.00,100.00,36.44,0.00,0.00,0.00
2013-02-19,0.00,100.00,36.44,0.00,0.00,0.00
2013-02-26,0.00,100.00,37.01,0.00,0.00,0.00
2013-03-05,0.00,100.00,34.12,0.00,0.00,0.00
2013-03-12,0.00,100.00,36.55,0.00,0.00,0.00
2013-03-19,0.00,100.00,100.00,0.00,0.00,0.00
2013-03-26,0.00,100.00,100.00,0.00,0.00,0.00
2013-04-02,0.00,100.00,100.00,3.23,0.00,0.00
2013-04-09,0.00,100.00,100.00,3.23,0.00,0.00
2013-04-16,0.00,100.00,100.00,100.00,0.00,0.00
2013-04-23,0.00,100.00,100.00,100.00,0.00,0.00
2013-04-30,0.00,100.00,100.00,0.73,0.00,0.00
2013-05-07,0.00,100.00,100.00,0.73,0.00,0.00
2013-05-14,0.00,100.00,100.00,0.73,0.00,0.00
2013-05-21,0.00,100.00,100.00,100.00,0.00,0.00
2013-05-28,0.00,100.00,100.00,100.00,0.00,0.00
2013-06-04,0.00,100.00,100.00,72.37,0.00,0.00
2013-06-11,0.00,100.00,100.00,67.28,0.00,0.00
2013-06-18,0.00,100.00,100.00,67.28,0.00,0.00
2013-06-25,0.00,100.00,100.00,100.00,0.00,0.00
2013-07-02,0.00,100.00,100.00,100.00,19.74,0.00
2013-07-09,0.00,100.00,100.00,100.00,99.27,0.00
2013-07-16,0.00,100.00,100.00,100.00,100.00,0.00
2013-07-23,0.00,100.00,100.00,100.00,0.00,0.00
2013-07-30,0.00,100.00,100.00,100.00,0.00,0.00
2013-08-06,0.00,100.00,100.00,100.00,0.00,0.00
2013-08-13,0.00,100.00,100.00,100.00,0.00,0.00
2013-08-20,0.00,100.00,100.00,100.00,57.26,0.00
2013-08-27,0.00,100.00,100.00,51.11,0.00,0.00
2013-09-03,0.00,100.00,62.11,3.19,0.00,0.00
2013-09-10,0.00,100.00,62.11,3.19,0.00,0.00
2013-09-17,0.00,100.00,49.22,3.19,0.00,0.00
2013-09-24,0.00,100.00,49.22,0.00,0.00,0.00
2013-10-01,0.00,100.00,100.00,0.00,0.00,0.00
2013-10-08,0.00,100.00,100.00,0.00,0.00,0.00
2013-10-15,0.00,100.00,100.00,0.00,0.00,0.00
2013-10-22,0.00,100.00,100.00,0.00,0.00,0.00
2013-10-29,0.00,100.00,100.00,0.00,0.00,0.00
2013-11-05,0.00,100.00,100.00,0.00,0.00,0.00
2013-11-12,0.00,100.00,100.00,0.00,0.00,0.00
2013-11-19,0.00,100.00,100.00,0.00,0.00,0.00
2013-11-26,0.00,100.00,100.00,0.00,0.00,0.00
2013-12-03,0.00,100.00,100.00,0.00,0.00,0.00
2013-12-10,0.00,100.00,100.00,0.00,0.00,0.00
2013-12-17,0.00,100.00,100.00,0.00,0.00,0.00
2013-12-24,0.00,100.00,100.00,36.83,36.83,0.00
2013-12-31,0.00,100.00,42.19,36.83,0.00,0.00
2014-01-07,0.00,100.00,42.19,36.83,0.00,0.00
2014-01-14,0.00,100.00,62.71,36.83,0.00,0.00
2014-01-21,0.00,100.00,62.71,36.83,0.00,0.00
2014-01-28,0.00,100.00,100.00,42.81,0.00,0.00
2014-02-04,0.00,100.00,100.00,42.81,0.00,0.00
2014-02-11,0.00,100.00,100.00,42.81,0.00,0.00
2014-02-18,0.00,100.00,100.00,42.98,0.00,0.00
2014-02-25,0.00,100.00,100.00,100.00,0.00,0.00
2014-03-04,0.00,100.00,100.00,100.00,0.00,0.00
2014-03-11,0.00,100.00,100.00,0.00,0.00,0.00
2014-03-18,0.00,100.00,100.00,0.00,0.00,0.00
2014-03-25,0.00,100.00,100.00,0.00,0.00,0.00
2014-04-01,0.00,100.00,100.00,0.00,0.00,0.00
2014-04-08,0.00,100.00,100.00,0.00,0.00,0.00
2014-04-15,0.00,100.00,100.00,0.00,0.00,0.00
2014-04-22,0.00,100.00,100.00,0.00,0.00,0.00
2014-04-29,0.00,100.00,100.00,94.59,0.00,0.00
2014-05-06,0.00,100.00,100.00,100.00,0.00,0.00
2014-05-13,0.00,100.00,69.44,1.85,0.00,0.00
2014-05-20,0.00,100.00,69.44,1.85,0.00,0.00
2014-05-27,0.00,100.00,69.44,0.00,0.00,0.00
2014-06-03,0.00,100.00,0.00,0.00,0.00,0.00
2014-06-10,0.00,100.00,100.00,0.00,0.00,0.00
2014-06-17,0.00,100.00,100.00,0.00,0.00,0.00
2014-06-24,0.00,100.00,100.00,0.00,0.00,0.00
2014-07-01,0.00,100.00,0.00,0.00,0.00,0.00
2014-07-08,0.00,100.00,0.00,0.00,0.00,0.00
2014-07-15,0.00,100.00,0.00,0.00,0.00,0.00
2014-07-22,0.00,100.00,0.00,0.00,0.00,0.00
2014-07-29,0.00,100.00,0.00,0.00,0.00,0.00
2014-08-05,0.00,100.00,0.00,0.00,0.00,0.00
2014-08-12,0.00,100.00,0.00,0.00,0.00,0.00
2014-08-19,0.00,100.00,100.00,0.00,0.00,0.00
2014-08-26,0.00,100.00,100.00,0.00,0.00,0.00
2014-09-02,0.00,100.00,100.00,0.00,0.00,0.00
2014-09-09,0.00,100.00,100.00,0.00,0.00,0.00
2014-09-16,0.00,100.00,100.00,0.00,0.00,0.00
2014-09-23,0.00,100.00,100.00,0.00,0.00,0.00
2014-09-30,0.00,100.00,100.00,0.00,0.00,0.00
2014-10-07,0.00,100.00,100.00,0.00,0.00,0.00
2014-10-14,0.00,100.00,100.00,0.00,0.00,0.00
2014-10-21,0.00,100.00,100.00,0.00,0.00,0.00
2014-10-28,0.00,100.00,100.00,0.00,0.00,0.00
2014-11-04,0.00,100.00,100.00,0.00,0.00,0.00
2014-11-11,0.00,100.00,0.02,0.00,0.00,0.00
2014-11-18,0.00,100.00,0.02,0.00,0.00,0.00
2014-11-25,0.00,100.00,0.02,0.00,0.00,0.00
2014-12-02,0.00,100.00,0.02,0.00,0.00,0.00
2014-12-09,0.00,100.00,0.02,0.00,0.00,0.00
2014-12-16,0.00,100.00,0.02,0.00,0.00,0.00
2014-12-23,36.59,63.41,0.00,0.00,0.00,0.00
2014-12-30,36.59,63.41,0.00,0.00,0.00,0.00
2015-01-06,36.59,63.41,0.00,0.00,0.00,0.00
2015-01-13,36.59,63.41,0.00,0.00,0.00,0.00
2015-01-20,36.59,63.41,0.00,0.00,0.00,0.00
2015-01-27,36.59,63.41,0.00,0.00,0.00,0.00
2015-02-03,36.59,63.41,0.00,0.00,0.00,0.00
2015-02-10,36.63,63.37,0.00,0.00,0.00,0.00
2015-02-17,36.63,63.37,0.00,0.00,0.00,0.00
2015-02-24,36.63,63.37,0.00,0.00,0.00,0.00
2015-03-03,36.63,63.37,0.00,0.00,0.00,0.00
2015-03-10,36.63,63.37,0.00,0.00,0.00,0.00
2015-03-17,36.63,63.37,0.00,0.00,0.00,0.00
2015-03-24,100.00,0.00,0.00,0.00,0.00,0.00
2015-03-31,100.00,0.00,0.00,0.00,0.00,0.00
2015-04-07,100.00,0.00,0.00,0.00,0.00,0.00
2015-04-14,100.00,0.00,0.00,0.00,0.00,0.00
2015-04-21,100.00,0.00,0.00,0.00,0.00,0.00
2015-04-28,100.00,0.00,0.00,0.00,0.00,0.00
2015-05-05,100.00,0.00,0.00,0.00,0.00,0.00
2015-05-12,100.00,0.00,0.00,0.00,0.00,0.00
2015-05-19,100.00,0.00,0.00,0.00,0.00,0.00
2015-05-26,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-02,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-09,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-16,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-23,100.00,0.00,0.00,0.00,0.00,0.00
2015-06-30,100.00,0.00,0.00,0.00,0.00,0.00
2015-07-07,100.00,0.00,0.00,0.00,0.00,0.00
2015-07-14,100.00,0.00,0.00,0.00,0.00,0.00
2015-07-21,100.00,0.00,0.00,0.00,0.00,0.00
2015-07-28,62.10,37.90,0.00,0.00,0.00,0.00
2015-08-04,100.00,0.00,0.00,0.00,0.00,0.00
2015-08-11,100.00,0.00,0.00,0.00,0.00,0.00
2015-08-18,0.35,99.65,0.00,0.00,0.00,0.00
2015-08-25,71.63,28.37,0.00,0.00,0.00,0.00
2015-09-01,90.82,9.18,0.00,0.00,0.00,0.00
2015-09-08,90.82,9.18,0.00,0.00,0.00,0.00
2015-09-15,100.00,0.00,0.00,0.00,0.00,0.00
2015-09-22,100.00,0.00,0.00,0.00,0.00,0.00
2015-09-29,100.00,0.00,0.00,0.00,0.00,0.00
2015-10-06,100.00,0.00,0.00,0.00,0.00,0.00
2015-10-13,100.00,0.00,0.00,0.00,0.00,0.00
2015-10-20,100.00,0.00,0.00,0.00,0.00,0.00
2015-10-27,100.00,0.00,0.00,0.00,0.00,0.00
2015-11-03,100.00,0.00,0.00,0.00,0.00,0.00
2015-11-10,100.00,0.00,0.00,0.00,0.00,0.00
2015-11-17,100.00,0.00,0.00,0.00,0.00,0.00
2015-11-24,100.00,0.00,0.00,0.00,0.00,0.00
2015-12-01,100.00,0.00,0.00,0.00,0.00,0.00
2015-12-08,100.00,0.00,0.00,0.00,0.00,0.00
2015-12-15,100.00,0.00,0.00,0.00,0.00,0.00
2015-12-22,0.00,100.00,0.00,0.00,0.00,0.00
2015-12-29,0.00,100.00,0.00,0.00,0.00,0.00
2016-01-05,100.00,0.00,0.00,0.00,0.00,0.00
2016-01-12,100.00,0.00,0.00,0.00,0.00,0.00
2016-01-19,100.00,0.00,0.00,0.00,0.00,0.00
2016-01-26,100.00,0.00,0.00,0.00,0.00,0.00
2016-02-02,95.58,4.42,0.00,0.00,0.00,0.00
2016-02-09,0.00,100.00,0.00,0.00,0.00,0.00
2016-02-16,0.00,100.00,79.06,0.00,0.00,0.00
2016-02-23,0.00,100.00,79.26,0.00,0.00,0.00
2016-03-01,0.00,100.00,79.26,0.00,0.00,0.00
2016-03-08,0.00,100.00,79.26,0.00,0.00,0.00
2016-03-15,100.00,0.00,0.00,0.00,0.00,0.00
2016-03-22,100.00,0.00,0.00,0.00,0.00,0.00
2016-03-29,100.00,0.00,0.00,0.00,0.00,0.00
2016-04-05,100.00,0.00,0.00,0.00,0.00,0.00
2016-04-12,100.00,0.00,0.00,0.00,0.00,0.00
2016-04-19,100.00,0.00,0.00,0.00,0.00,0.00
2016-04-26,100.00,0.00,0.00,0.00,0.00,0.00
2016-05-03,100.00,0.00,0.00,0.00,0.00,0.00
2016-05-10,91.14,8.86,0.00,0.00,0.00,0.00
2016-05-17,100.00,0.00,0.00,0.00,0.00,0.00
2016-05-24,100.00,0.00,0.00,0.00,0.00,0.00
2016-05-31,100.00,0.00,0.00,0.00,0.00,0.00
2016-06-07,100.00,0.00,0.00,0.00,0.00,0.00
2016-06-14,100.00,0.00,0.00,0.00,0.00,0.00
2016-06-21,100.00,0.00,0.00,0.00,0.00,0.00
2016-06-28,100.00,0.00,0.00,0.00,0.00,0.00
2016-07-05,100.00,0.00,0.00,0.00,0.00,0.00
2016-07-12,100.00,0.00,0.00,0.00,0.00,0.00
2016-07-19,100.00,0.00,0.00,0.00,0.00,0.00
2016-07-26,21.16,78.84,0.00,0.00,0.00,0.00
2016-08-02,0.00,100.00,0.00,0.00,0.00,0.00
2016-08-09,0.00,100.00,0.00,0.00,0.00,0.00
2016-08-16,0.00,100.00,0.00,0.00,0.00,0.00
2016-08-23,0.00,100.00,0.00,0.00,0.00,0.00
2016-08-30,100.00,0.00,0.00,0.00,0.00,0.00
2016-09-06,100.00,0.00,0.00,0.00,0.00,0.00
2016-09-13,100.00,0.00,0.00,0.00,0.00,0.00
2016-09-20,92.23,7.77,0.00,0.00,0.00,0.00
2016-09-27,100.00,0.00,0.00,0.00,0.00,0.00
2016-10-04,100.00,0.00,0.00,0.00,0.00,0.00
2016-10-11,92.65,7.35,0.00,0.00,0.00,0.00
2016-10-18,92.65,7.35,0.00,0.00,0.00,0.00
2016-10-25,19.05,80.95,0.00,0.00,0.00,0.00
2016-11-01,19.05,80.95,0.00,0.00,0.00,0.00
2016-11-08,18.63,81.37,0.00,0.00,0.00,0.00
2016-11-15,0.00,100.00,0.00,0.00,0.00,0.00
2016-11-22,100.00,0.00,0.00,0.00,0.00,0.00
2016-11-29,100.00,0.00,0.00,0.00,0.00,0.00
2016-12-06,98.67,1.33,0.00,0.00,0.00,0.00
2016-12-13,100.00,0.00,0.00,0.00,0.00,0.00
2016-12-20,100.00,0.00,0.00,0.00,0.00,0.00
2016-12-27,100.00,0.00,0.00,0.00,0.00,0.00
2017-01-03,100.00,0.00,0.00,0.00,0.00,0.00
2017-01-10,67.29,32.71,0.00,0.00,0.00,0.00
2017-01-17,67.29,32.71,0.00,0.00,0.00,0.00
2017-01-24,67.29,32.71,0.00,0.00,0.00,0.00
2017-01-31,0.06,99.94,9.89,0.00,0.00,0.00
2017-02-07,0.01,99.99,9.89,0.00,0.00,0.00
2017-02-14,0.00,100.00,9.89,0.00,0.00,0.00
2017-02-21,96.20,3.80,0.00,0.00,0.00,0.00
2017-02-28,96.20,3.80,0.00,0.00,0.00,0.00
2017-03-07,100.00,0.00,0.00,0.00,0.00,0.00
2017-03-14,100.00,0.00,0.00,0.00,0.00,0.00
2017-03-21,100.00,0.00,0.00,0.00,0.00,0.00
2017-03-28,100.00,0.00,0.00,0.00,0.00,0.00
2017-04-04,100.00,0.00,0.00,0.00,0.00,0.00
